sentence,image_1,image_2,label_image1,label_image2
A woman stand in the grass,"[-0.7112297415733337, -0.6189684867858887, 0.17183490097522736, 0.12185502052307129, 0.29540690779685974, -0.25288668274879456, 0.19650760293006897, -0.40951165556907654, 0.5121930241584778, -0.41870495676994324, -0.6793524026870728, 0.144182026386261, 0.5411986112594604, -0.15616266429424286, 0.07273979485034943, 0.3016620874404907, 0.3631851077079773, -0.6770878434181213, -0.23171637952327728, -0.2993263304233551, -0.28524237871170044, 0.4300033450126648, 0.31563737988471985, 0.6325886249542236, -0.18696939945220947, -0.39153528213500977, 0.3492870032787323, 0.07548044621944427, 0.2386888563632965, -0.3964006006717682, 0.12172634899616241, -0.35614702105522156, -0.17907747626304626, -0.1740785390138626, -0.27389201521873474, 0.31054043769836426, -1.0367947816848755, 0.4756675064563751, 0.05047636106610298, 0.2356526106595993]","[-0.4089001715183258, -0.6663872599601746, -0.08192988485097885, 0.10339003801345825, -0.0584142804145813, -0.7375572323799133, -0.05913502722978592, -0.22071152925491333, 0.0800129845738411, -0.10895760357379913, -0.7112587690353394, -0.13597247004508972, 0.15689003467559814, 0.19381247460842133, 0.03559403866529465, -0.1491503268480301, 0.005065322853624821, -0.13040736317634583, -0.047618553042411804, 0.22028449177742004, -0.3141840100288391, 0.26312360167503357, -0.16887344419956207, 0.1958962082862854, -0.42514270544052124, -0.11429426074028015, 0.41787275671958923, -0.05002395063638687, -0.046011798083782196, 0.06367174535989761, -0.2901211380958557, -0.13348765671253204, -0.060980767011642456, -0.14499174058437347, -0.3430424928665161, 0.45062005519866943, -0.31382104754447937, 0.4919866621494293, 0.02647358551621437, 0.33465054631233215]",0,1
A man and woman walk in a field.,"[-0.602070152759552, -0.5723907351493835, 0.03602208197116852, 0.4016854465007782, -0.10771412402391434, -0.37206804752349854, 0.32881176471710205, -0.4230431616306305, 0.006906168535351753, -0.10587894916534424, -0.5304090976715088, 0.09152132272720337, -0.11186370253562927, -0.03715444356203079, 0.21274423599243164, 0.5421996116638184, 0.46295052766799927, -0.5256984829902649, -0.16918359696865082, 0.12634511291980743, -0.004343381151556969, 0.2283148467540741, -0.013069359585642815, 0.5430572032928467, -0.076695017516613, -0.18377062678337097, 0.24527797102928162, -0.028005117550492287, -0.28624996542930603, -0.006208369508385658, -0.2626534700393677, 0.0625159814953804, -0.2860648036003113, 0.2382587492465973, -0.17380116879940033, 0.27301105856895447, -0.7460883855819702, 0.4695623517036438, -0.04799569770693779, 0.11798465251922607]","[-0.2094099223613739, -0.6853814721107483, -0.13898257911205292, -0.00898689217865467, 0.021422110497951508, -0.44917410612106323, -0.5237470865249634, -0.3074951469898224, 0.34876376390457153, 0.08952827751636505, -0.22718271613121033, -0.008468443527817726, -0.3028034567832947, -0.2658636271953583, -0.13664831221103668, 0.3310920000076294, 0.5429610013961792, -0.28459155559539795, -0.03123064525425434, 0.032876476645469666, -0.1900334358215332, -0.06092707812786102, 0.04475072771310806, 0.37369996309280396, 0.3846416175365448, 0.767262876033783, 0.6240168213844299, -0.11093679815530777, -0.6326618194580078, -0.04089950770139694, -0.4502922296524048, 0.13511523604393005, -0.3367787003517151, 0.1454254686832428, -0.029678000137209892, 0.17435866594314575, -0.30462518334388733, 0.8507869243621826, -0.00048209354281425476, 0.6412360072135925]",0,1
a girl stands by the table,"[-0.5872908234596252, -0.909868061542511, -0.21300412714481354, 0.3653780519962311, -0.22427570819854736, -0.11575575172901154, 0.1585942506790161, -0.21030576527118683, 0.23958395421504974, -0.02820422127842903, 0.4727966785430908, 0.2170724868774414, 0.1285383105278015, 0.2822794020175934, 0.5157018899917603, 0.017835838720202446, 0.2000315934419632, -0.3507205843925476, 0.0522257536649704, 0.11893296241760254, -0.23381580412387848, 0.2684190571308136, -0.21616581082344055, 0.32534360885620117, -0.13727495074272156, 0.2616088092327118, 0.521595299243927, -0.21698841452598572, -0.019074909389019012, -0.3587261140346527, 0.37521299719810486, -0.3284178674221039, -0.404133677482605, -0.4556223750114441, -0.4294353723526001, 0.26647159457206726, -0.34003207087516785, 0.0004203636199235916, 0.18795911967754364, 0.25835707783699036]","[-0.2896667420864105, -0.12220709025859833, 0.014764903113245964, 0.336447149515152, 0.10612653940916061, -0.5210390686988831, 0.06586740911006927, -0.49129703640937805, 0.292362779378891, 0.02423931285738945, -0.7354627847671509, 0.16318905353546143, 0.07727567106485367, 0.4382021129131317, 0.13945847749710083, 0.14382275938987732, 0.27935707569122314, -0.28156453371047974, -0.20525364577770233, 0.00568609032779932, -0.28967130184173584, -0.19046305119991302, -0.06297570466995239, 0.1434222012758255, -0.5724007487297058, -0.030308876186609268, 0.5749020576477051, -0.04183458536863327, 0.09391876310110092, -0.11451845616102219, -0.004018394276499748, -0.20539480447769165, -0.12017752230167389, -0.08828852325677872, -0.09076178073883057, 0.511252760887146, -0.4733518958091736, 0.28215131163597107, 0.31390246748924255, 0.3890036642551422]",0,1
A girl is sitting on the chair.,"[-0.4611935317516327, -0.3479546308517456, -0.14255262911319733, -0.042178839445114136, 0.4863537847995758, -0.30175718665122986, 0.014505311846733093, -0.09821082651615143, 0.4033338129520416, -0.1951761543750763, -0.631064236164093, 0.6571550965309143, 0.5125197172164917, -0.17734964191913605, 0.20473612844944, 0.2634699046611786, 0.04785556346178055, -0.0768810510635376, 0.04477473348379135, -0.062285155057907104, -0.43083804845809937, 0.2599380910396576, -0.030906917527318, 0.5122088193893433, -0.20644047856330872, -0.09272104501724243, 0.3467232882976532, -0.162398561835289, -0.05494370311498642, 0.29740962386131287, -0.007608024403452873, -0.03754540532827377, -0.01688133180141449, -0.42287835478782654, -0.42836642265319824, -0.29209253191947937, -0.6171196699142456, 0.019538337364792824, 0.06166352704167366, 0.3236660361289978]","[-0.7052803039550781, -0.29115238785743713, -0.3853861093521118, -0.09098666906356812, 0.21821966767311096, -0.12238384783267975, -0.3080873489379883, -0.3852996826171875, 0.03694263845682144, -0.2909403145313263, -0.1086481586098671, 0.7533488869667053, 0.6520134210586548, 0.002344096079468727, 0.3517540395259857, 0.1754489243030548, 0.44459211826324463, -0.43449974060058594, -0.7411921620368958, -0.3226466178894043, -0.465460866689682, 0.3400726616382599, -0.037487879395484924, 0.34546521306037903, 0.25979334115982056, -0.07839815318584442, 0.20889237523078918, -0.1251419633626938, -0.004292480647563934, -0.03774514049291611, 0.18064871430397034, -0.1375066488981247, -0.12922316789627075, -0.6642686724662781, -0.19138020277023315, 0.0918697714805603, -0.4224594533443451, 0.09300066530704498, 0.4231603741645813, 0.7822172045707703]",0,1
A man is standing on a wall.,"[-0.7132346034049988, -0.5600652098655701, -0.04699578881263733, 0.2164207398891449, 0.1292206346988678, -0.6499017477035522, -0.22067604959011078, -0.2424154281616211, 0.43566036224365234, 0.012661058455705643, -0.01631353422999382, 0.13400039076805115, 0.11968474090099335, -0.18538525700569153, 0.15663087368011475, 0.26663973927497864, 0.3585461974143982, -0.5217500329017639, -0.07551850378513336, -0.05530102550983429, -0.2972398102283478, 0.1924765706062317, 0.14942429959774017, 0.10206097364425659, -0.12072708457708359, 0.2880220115184784, 0.8716716170310974, 0.16793659329414368, -0.16652852296829224, -0.023900503292679787, -0.5575142502784729, 0.09654422104358673, -0.27516621351242065, -0.3538842499256134, -0.2680627107620239, -0.04078131914138794, -0.5045355558395386, 0.3666931986808777, 0.20939351618289948, 0.3728913366794586]","[-0.48719820380210876, -0.7061628699302673, -0.0223370511084795, 0.3581213057041168, 0.3574385643005371, -0.5809094905853271, -0.028857514262199402, -0.2660278379917145, 0.33245164155960083, -0.4089856445789337, -0.284013032913208, -0.02132749743759632, 0.5056700706481934, -0.0724593847990036, 0.1906169205904007, 0.29059576988220215, 0.2656343877315521, -0.5489646196365356, -0.36214086413383484, -0.2597396671772003, -0.20579834282398224, -0.06940632313489914, 0.36306682229042053, 0.2589735686779022, 0.33583754301071167, -0.1129332035779953, 0.583612322807312, 0.5221260190010071, 0.08114608377218246, -0.04786660522222519, -0.007680406793951988, -0.44523489475250244, 0.032953545451164246, -0.15874513983726501, -0.13413813710212708, 0.2601197361946106, -0.7684964537620544, 0.8441312909126282, -0.005605336278676987, 0.6505494713783264]",0,1
A man is standing on a wall.,"[-0.7132346034049988, -0.5600652098655701, -0.04699578881263733, 0.2164207398891449, 0.1292206346988678, -0.6499017477035522, -0.22067604959011078, -0.2424154281616211, 0.43566036224365234, 0.012661058455705643, -0.01631353422999382, 0.13400039076805115, 0.11968474090099335, -0.18538525700569153, 0.15663087368011475, 0.26663973927497864, 0.3585461974143982, -0.5217500329017639, -0.07551850378513336, -0.05530102550983429, -0.2972398102283478, 0.1924765706062317, 0.14942429959774017, 0.10206097364425659, -0.12072708457708359, 0.2880220115184784, 0.8716716170310974, 0.16793659329414368, -0.16652852296829224, -0.023900503292679787, -0.5575142502784729, 0.09654422104358673, -0.27516621351242065, -0.3538842499256134, -0.2680627107620239, -0.04078131914138794, -0.5045355558395386, 0.3666931986808777, 0.20939351618289948, 0.3728913366794586]","[-0.4409754276275635, -0.465763658285141, -0.17537203431129456, 0.30906713008880615, 0.6166499853134155, -0.43055734038352966, -0.1348932385444641, -0.7501790523529053, 0.07933566719293594, -0.5332193374633789, -0.6057246327400208, 0.6988142132759094, 0.7174298763275146, -0.3280085325241089, 0.4751167297363281, 0.6277239322662354, 0.3828447163105011, 0.20190709829330444, -0.1784098595380783, -0.05626338720321655, -0.21162229776382446, 0.11158780753612518, -0.12307067215442657, 0.4620652198791504, -0.11385827511548996, 0.18341663479804993, 0.3194281756877899, 0.13522203266620636, -0.1390862762928009, 0.1589951366186142, -0.0665244460105896, -0.4442560076713562, -0.061417803168296814, -0.6164214611053467, -0.4767191708087921, 0.2805536985397339, -0.4746371805667877, 0.2998102605342865, 0.4161202609539032, 0.6869237422943115]",0,1
A woman stands behind a table.,"[-0.6889684796333313, -0.7167280316352844, -0.07211560755968094, 0.0662461519241333, 0.4748263657093048, -0.19522172212600708, -0.1981929987668991, -0.10130402445793152, -0.07279139012098312, -0.2439454197883606, -0.3276723027229309, 0.5157256722450256, 0.7499464750289917, 0.22147242724895477, 0.33123722672462463, 0.48299041390419006, 0.3746650516986847, -0.3437080383300781, -0.25938454270362854, 0.09009626507759094, 0.050562478601932526, 0.23136547207832336, -0.011985423043370247, 0.28439679741859436, -0.14401757717132568, 0.3348985016345978, 0.40689072012901306, -0.11949735134840012, -0.379568487405777, -0.014454388990998268, 0.5502576231956482, -0.39669156074523926, 0.17126591503620148, -0.2930976152420044, -0.3925427198410034, 0.3036940395832062, -0.5683280229568481, 0.47568127512931824, 0.03050503507256508, 0.32147639989852905]","[-0.6381474137306213, -0.49954384565353394, 0.12535083293914795, 0.15655991435050964, -0.08328069001436234, -0.035736508667469025, 0.10913986712694168, -0.3891581594944, 0.21410785615444183, -0.06827683001756668, -0.34931325912475586, 0.23917469382286072, 0.23126283288002014, 0.08637360483407974, 0.27606943249702454, 0.2338051199913025, 0.28643855452537537, 0.00398002564907074, 0.20027580857276917, 0.46351417899131775, -0.2761584520339966, 0.3902358412742615, 0.023417634889483452, 0.20960195362567902, -0.09762664139270782, -0.4316125810146332, -0.05051226168870926, -0.22497901320457458, 0.032618097960948944, -0.31198880076408386, -0.0716734230518341, -0.05615650862455368, -0.26516687870025635, -0.2413671910762787, -0.3377378284931183, -0.22809794545173645, -0.7836134433746338, 0.0012790355831384659, 0.29361507296562195, 0.2502782642841339]",0,1
girl standing against wall,"[-0.4409754276275635, -0.465763658285141, -0.17537203431129456, 0.30906713008880615, 0.6166499853134155, -0.43055734038352966, -0.1348932385444641, -0.7501790523529053, 0.07933566719293594, -0.5332193374633789, -0.6057246327400208, 0.6988142132759094, 0.7174298763275146, -0.3280085325241089, 0.4751167297363281, 0.6277239322662354, 0.3828447163105011, 0.20190709829330444, -0.1784098595380783, -0.05626338720321655, -0.21162229776382446, 0.11158780753612518, -0.12307067215442657, 0.4620652198791504, -0.11385827511548996, 0.18341663479804993, 0.3194281756877899, 0.13522203266620636, -0.1390862762928009, 0.1589951366186142, -0.0665244460105896, -0.4442560076713562, -0.061417803168296814, -0.6164214611053467, -0.4767191708087921, 0.2805536985397339, -0.4746371805667877, 0.2998102605342865, 0.4161202609539032, 0.6869237422943115]","[-0.4840053617954254, -0.49967148900032043, -0.16751180589199066, 0.05568162351846695, -0.21886950731277466, -0.255657821893692, 0.06089591234922409, -0.7589656114578247, 0.06883973628282547, -0.6245508193969727, -0.4005521535873413, 0.22636201977729797, 0.36496075987815857, 0.12157794088125229, 0.5495219230651855, 0.1571292281150818, 0.41221854090690613, -0.32854658365249634, -0.008665056899189949, 0.11956694722175598, -0.05671995133161545, 0.48577651381492615, -0.42444315552711487, 0.007919328287243843, -0.23451760411262512, 0.0006046779453754425, 0.36825329065322876, 0.14999063313007355, 0.08228404074907303, -0.12378226965665817, -0.050471849739551544, -0.34362199902534485, -0.5236918330192566, -0.46505558490753174, -0.015322951599955559, 0.15156257152557373, -0.7448732852935791, 0.4441494047641754, 0.19382204115390778, 0.2226068526506424]",0,1
A man sits by a lake.,"[-0.33114808797836304, -0.3565378785133362, -0.10351449251174927, -0.02085748501121998, -0.266941100358963, -0.33003413677215576, 0.5716122984886169, -0.55728679895401, 0.21096007525920868, -0.19659411907196045, -0.527462363243103, 0.15758168697357178, 0.3685496747493744, -0.27005958557128906, 0.5399969220161438, 0.33353105187416077, 0.4038078486919403, -0.26205170154571533, -0.18558533489704132, -0.009180753491818905, -0.32086673378944397, -0.19995909929275513, -0.4506196677684784, -0.06981075555086136, 0.16107112169265747, -0.2932452857494354, 0.5698428750038147, -0.19163063168525696, -0.028737090528011322, -0.13199466466903687, -0.14489871263504028, -0.5524370074272156, -0.3486252427101135, -0.1404033750295639, -0.5683472752571106, 0.5260673761367798, -0.9929343461990356, 0.3403394818305969, 0.04352878779172897, 0.0352056510746479]","[-0.4757918417453766, -0.6441742777824402, 0.1568097323179245, -0.02521415241062641, -0.3865370750427246, -0.35119736194610596, 0.09329506754875183, -0.38926365971565247, 0.2205609828233719, -0.04899131506681442, -0.4143410325050354, -0.06312793493270874, 0.15730586647987366, 0.016508469358086586, 0.008148325607180595, 0.44735342264175415, 0.415324330329895, -0.6383416056632996, -0.24435926973819733, 0.004614212550222874, -0.0009753461927175522, 0.06486260145902634, -0.015595288947224617, 0.04468299448490143, -0.15887746214866638, -0.4445295035839081, 0.38610634207725525, -0.008389579132199287, 0.08080324530601501, -0.28099188208580017, 0.0636826604604721, -0.251829594373703, -0.04852350056171417, -0.08036165684461594, -0.28867319226264954, 0.24609965085983276, -0.5181953310966492, 0.43560275435447693, 0.051968518644571304, 0.29099026322364807]",0,1
Girl is standing in the grass.,"[-0.5810149312019348, -0.2334388941526413, -0.23415686190128326, 0.20958179235458374, -0.0018535032868385315, -0.2080688774585724, 0.07765072584152222, -0.4334467351436615, -0.03698461502790451, -0.07934398949146271, -0.49736469984054565, 0.19036129117012024, 0.394243448972702, 0.20818836987018585, 0.3014940619468689, 0.3774140775203705, 0.3968617916107178, 0.07808108627796173, 0.25893959403038025, 0.22783897817134857, 0.014198748394846916, 0.31694090366363525, -0.17451736330986023, 0.45537620782852173, -0.11459790915250778, -0.20286081731319427, -0.16751307249069214, -0.1129203662276268, 0.16025596857070923, -0.27995413541793823, 0.13960888981819153, 0.07985656708478928, -0.32374340295791626, -0.6454538702964783, -0.24507273733615875, -0.03496937453746796, -0.8374342322349548, -0.12406527996063232, 0.22056759893894196, -0.0070605408400297165]","[-0.29848700761795044, -0.6652734875679016, -0.20714668929576874, -0.04716816544532776, -0.36272314190864563, -0.2934277057647705, -0.3799142837524414, -0.30813083052635193, 0.2687493860721588, -0.058883752673864365, -0.07997564971446991, 0.49882519245147705, 0.23521345853805542, -0.08503817766904831, 0.3167739510536194, 0.4613053798675537, 0.11998312175273895, -0.5989260077476501, -0.13232775032520294, -0.3608066737651825, -0.5585557222366333, -0.01779683493077755, -0.04708656668663025, 0.38266050815582275, 0.016511231660842896, 0.03301716223359108, 0.7066929340362549, -0.27984488010406494, -0.00590958446264267, -0.3738401532173157, 0.10428030788898468, -0.05097024142742157, -0.12069039046764374, -0.022214794531464577, -0.39279288053512573, 0.5139541625976562, -0.768162727355957, 0.569877028465271, 0.40134069323539734, 0.498245507478714]",0,1
A boy swims across the water.,"[-0.23745930194854736, -0.3124271333217621, -0.1425018161535263, -0.18668195605278015, -0.30146828293800354, -0.6415554285049438, -0.4869035482406616, -0.35989198088645935, -0.05783972889184952, -0.26151221990585327, -0.4956223964691162, 0.36651676893234253, 0.813073992729187, 0.01819453574717045, 0.1290513128042221, 0.18171578645706177, 0.0518081896007061, 0.12734468281269073, -0.0010121036320924759, -0.28610172867774963, -0.4855242073535919, 0.19201332330703735, 0.0047132354229688644, 0.2743915319442749, -0.4275079369544983, 0.3032926023006439, -0.03375307470560074, -0.019534731283783913, 0.11511214822530746, 0.23258264362812042, 0.12697137892246246, -0.5557770729064941, 0.017909303307533264, -0.13120593130588531, -0.33789902925491333, 0.4432370066642761, -0.4162503480911255, 0.6410526633262634, -0.008365612477064133, 0.2339341789484024]","[-0.19914983212947845, -0.5406283736228943, -0.011096635833382607, 0.034656181931495667, -0.17442753911018372, -0.8427127599716187, -0.19575592875480652, -0.5722899436950684, 0.34835949540138245, -0.3835279047489166, -0.40373289585113525, 0.1368509829044342, 0.7388409376144409, 0.18433460593223572, 0.38355037569999695, 0.5433111190795898, 0.3757705092430115, -0.016964778304100037, 0.06228725612163544, 0.09846970438957214, -0.20197945833206177, 0.28365781903266907, -0.30350926518440247, 0.005039075389504433, -0.11148058623075485, 0.2454480528831482, -0.04893054813146591, 0.2553437054157257, -0.26662108302116394, 0.11780787259340286, -0.33606579899787903, -0.3907814919948578, 0.08504371345043182, -0.10538756102323532, -0.368652880191803, 0.6167603731155396, -0.6514161825180054, 0.7949162721633911, -0.20769426226615906, 0.06334681808948517]",0,1
A man swims in the sea.,"[-0.25767192244529724, -0.36420851945877075, -0.08419260382652283, -0.037991032004356384, 0.08943802863359451, -0.7965831756591797, -0.15091224014759064, 0.015816835686564445, -0.1203722134232521, -0.09986148774623871, -0.491881787776947, 0.2572055459022522, 0.7535420656204224, 0.23028457164764404, 0.47101062536239624, 0.30041369795799255, 0.37170642614364624, 0.18319858610630035, -0.015604080632328987, -0.13379976153373718, -0.6187783479690552, 0.1419096291065216, -0.5912209153175354, -0.1380562037229538, 0.014294810593128204, 0.1683690994977951, -0.1679261028766632, 0.15246932208538055, -0.4019978940486908, 0.2712234556674957, -0.3040466606616974, -0.3731706738471985, -0.02668587863445282, -0.21479877829551697, -0.4662301540374756, 0.4371805191040039, -0.8760250806808472, 0.604129433631897, 0.2050940841436386, 0.055947210639715195]","[-0.33425235748291016, -0.4593185782432556, 0.11950156092643738, 0.14141085743904114, 0.05585259944200516, -0.7286021113395691, -0.150254487991333, -0.4365095794200897, 0.2459256500005722, -0.6953895092010498, -0.6427593231201172, 0.31908777356147766, 0.6486774682998657, -0.031170031055808067, -0.06569262593984604, 0.6426980495452881, 0.10289723426103592, -0.042840033769607544, 0.47593924403190613, -0.18617649376392365, -0.5473845601081848, 0.22376568615436554, 0.038783326745033264, 0.14288882911205292, -0.11876317113637924, 0.16283920407295227, 0.039757274091243744, 0.4884486496448517, -0.2502434253692627, 0.18402352929115295, -0.08995012938976288, -0.31077703833580017, 0.015593573451042175, -0.17929302155971527, 0.10000954568386078, 0.3293471932411194, -0.6865905523300171, 0.7592960596084595, -0.16989560425281525, -0.08558428287506104]",0,1
A woman lays on the couch.,"[-0.7471943497657776, -0.04115620255470276, 0.23748208582401276, 0.02042764239013195, 0.21337974071502686, -0.46875423192977905, 0.0428997278213501, -0.09458079189062119, -0.302348256111145, -0.11036726832389832, -0.2091260403394699, 0.32514500617980957, 0.4087250530719757, 0.28428494930267334, 0.11560215801000595, 0.02134600095450878, 0.1266905814409256, -0.12693612277507782, -0.238487109541893, 0.028270132839679718, -0.38785630464553833, 0.08237561583518982, -0.13932810723781586, 0.06546193361282349, -0.36085566878318787, 0.1792793571949005, 0.191287100315094, 0.011836757883429527, 0.047820113599300385, 0.024875527247786522, -0.04309019446372986, -0.17163315415382385, -0.056660767644643784, -0.21422547101974487, -0.07699436694383621, 0.4737052917480469, -0.49864980578422546, 0.47119417786598206, 0.48132380843162537, 0.1418893039226532]","[-0.4674777090549469, -0.22230641543865204, -0.19740694761276245, -0.08880826830863953, 0.2648778259754181, -0.2692776322364807, -0.04033134877681732, -0.17413440346717834, 0.18483008444309235, -0.22898152470588684, -0.45182114839553833, 0.08059331029653549, 0.3041583299636841, 0.06260719150304794, 0.326259970664978, 0.10011512041091919, 0.33604854345321655, -0.35627323389053345, -0.06314151734113693, -0.02041734755039215, -0.24915878474712372, 0.2789301574230194, -0.12744972109794617, 0.03643356263637543, -0.28680598735809326, -0.3182642459869385, 0.5736236572265625, 0.17894674837589264, -0.019993208348751068, -0.14374756813049316, -0.2239355444908142, 0.11262983828783035, -0.019370034337043762, -0.23917034268379211, -0.22991947829723358, -0.21430422365665436, -0.5078227519989014, -0.09508304297924042, 0.03798261657357216, 0.4482496976852417]",0,1
Girls crossing a road.,"[-0.328309565782547, -1.0357540845870972, -0.15090230107307434, -0.037165045738220215, -0.04549181088805199, -0.4841330349445343, 0.015569597482681274, -0.3006148338317871, 0.3125975430011749, -0.28913548588752747, -0.5057278871536255, 0.27504611015319824, 0.36441224813461304, -0.09218529611825943, 0.09986699372529984, -0.04353755712509155, 0.31938615441322327, -0.6415547728538513, -0.2232486754655838, -0.3320213556289673, -0.39747217297554016, 0.10882437974214554, -0.04775775969028473, 0.601488471031189, 0.027419470250606537, -0.33074161410331726, 1.0280678272247314, 0.1120116338133812, 0.20108428597450256, -0.08485015481710434, 0.3762704133987427, -0.019342495128512383, -0.07945282757282257, -0.49042704701423645, -0.25752896070480347, 0.1964482218027115, -0.5977976322174072, 0.36472249031066895, 0.22882907092571259, 0.7790443897247314]","[-0.5941975116729736, -0.47486698627471924, 0.20251090824604034, 0.08979487419128418, -0.34334519505500793, -0.05973942205309868, -0.004592087119817734, -0.289290189743042, 0.024600068107247353, 0.0808936059474945, -0.3166038990020752, 0.27855533361434937, 0.1434023678302765, 0.034052737057209015, 0.20663776993751526, 0.47542604804039, 0.10222303122282028, -0.48900628089904785, 0.022446049377322197, -0.07388323545455933, -0.24524113535881042, -0.06886826455593109, 0.22992418706417084, 0.29605475068092346, 0.10463912785053253, -0.47053685784339905, 0.832794189453125, -0.12196324020624161, 0.08617854863405228, -0.010118337348103523, 0.39739125967025757, -0.1923157274723053, -0.136769637465477, -0.26591774821281433, -0.30108311772346497, 0.367885559797287, -0.8848646879196167, -0.0993792861700058, 0.1999722272157669, 0.5085489153862]",0,1
A kid walks by water.,"[-0.42847883701324463, -0.6457563638687134, -0.3029387295246124, 0.1860605627298355, 0.028000161051750183, -0.6713117361068726, 0.035152584314346313, -0.28945228457450867, 0.09038994461297989, -0.29435062408447266, -0.285958468914032, -0.47193676233291626, 0.37280145287513733, 0.04140423983335495, -0.1432415097951889, 0.4090379774570465, 0.40662437677383423, -0.3797411322593689, 0.12424063682556152, -0.1104147881269455, -0.046879224479198456, 0.0718613788485527, -0.3738069236278534, 0.16995103657245636, -0.1992243230342865, -0.19415035843849182, 0.3017570674419403, 0.3889642059803009, -0.5405374765396118, 0.009545749053359032, -0.42276594042778015, -0.033664293587207794, 0.08232404291629791, -0.04089445620775223, -0.015468282625079155, 0.15793800354003906, -0.4849546253681183, 0.2588472366333008, -0.340533047914505, 0.22151777148246765]","[-0.46201953291893005, -0.5685945153236389, -0.05968654155731201, -0.2813604176044464, -0.8827872276306152, -0.22753950953483582, 0.15611585974693298, -0.07178105413913727, 0.21187694370746613, -0.33092203736305237, -0.5621111392974854, -0.0745357871055603, 0.4003262519836426, 0.27882689237594604, 0.17411114275455475, 0.3211275637149811, 0.35034334659576416, -0.6261084079742432, -0.15329840779304504, 0.06315809488296509, -0.32464849948883057, 0.36779749393463135, -0.007130222395062447, 0.1377323716878891, -0.3894478380680084, -0.19330665469169617, 0.3552781641483307, 0.005018299445509911, 0.1948007047176361, -0.27116915583610535, 0.24514132738113403, -0.17197157442569733, 0.29132598638534546, 0.12706837058067322, -0.35317033529281616, 0.35330402851104736, -0.9575766324996948, 0.09347517788410187, 0.1609429270029068, 0.39069730043411255]",0,1
a woman walks in the street,"[-0.28903886675834656, -0.6880204081535339, 0.08527576178312302, -0.1647193878889084, -0.24188032746315002, -0.3177148699760437, 0.09282837063074112, -0.41544029116630554, 0.0058590564876794815, -0.04734077677130699, -0.3362382650375366, 0.21700532734394073, 0.08434000611305237, 0.08478110283613205, -0.02054652012884617, 0.34384721517562866, 0.1595340222120285, -0.3071594834327698, 0.21800686419010162, 0.15754759311676025, -0.1663965880870819, 0.049180880188941956, -0.15242481231689453, 0.25210973620414734, 0.04621582478284836, -0.169123575091362, 0.7221145629882812, 0.11507981270551682, 0.12751725316047668, 0.12059667706489563, 0.06420686841011047, -0.19088409841060638, -0.023305311799049377, -0.4691265821456909, -0.17207670211791992, 0.1279538869857788, -0.27947860956192017, 0.13704639673233032, 0.11526840925216675, 0.6442379355430603]","[-0.6182467341423035, -0.5450127124786377, 0.4101264774799347, 0.17919939756393433, -0.43904420733451843, -0.5177459716796875, -0.007580392062664032, -0.6172961592674255, -0.25947266817092896, -0.18376728892326355, -0.6499923467636108, -0.16556218266487122, 0.19908198714256287, 0.32911279797554016, 0.5665792226791382, 0.24925294518470764, 0.6149840950965881, -0.479428768157959, 0.09693290293216705, 0.2451564371585846, -0.7530379295349121, 0.13547711074352264, -0.41633206605911255, 0.26243019104003906, -0.4031730890274048, -0.10957145690917969, 0.24269279837608337, -0.2896817624568939, 0.04737434536218643, -0.18965113162994385, -0.1836518943309784, 0.009139465168118477, -0.1752399355173111, -0.38799822330474854, -0.08270619809627533, -0.1640535593032837, -0.7013095617294312, 0.09834282845258713, -0.11705222725868225, 0.3717398941516876]",0,1
A man walks in a field.,"[-0.4276893436908722, -0.6026317477226257, 0.206520214676857, -0.16894429922103882, -0.38271063566207886, -0.2635355293750763, 0.43129557371139526, -0.6174712181091309, 0.3046661615371704, -0.4532778561115265, -0.5406131744384766, -0.16061317920684814, -0.05042979121208191, -0.1760060340166092, -0.12924499809741974, 0.28309887647628784, 0.4391936957836151, -0.303305983543396, -0.49041828513145447, -0.051641277968883514, -0.39131295680999756, 0.2678185701370239, -0.20664556324481964, 0.37143656611442566, -0.4489123821258545, -0.298563688993454, 0.27524039149284363, -0.010916510596871376, 0.336017906665802, 0.04932958632707596, -0.17955100536346436, 0.16647326946258545, -0.3045625686645508, -0.34035468101501465, 0.008509250357747078, 0.02879074215888977, -0.5701857805252075, 0.5403250455856323, 0.052901241928339005, 0.24842673540115356]","[-0.21449021995067596, -0.32693928480148315, -0.09639386087656021, 0.13808131217956543, 0.20643380284309387, -0.8123798966407776, 0.1461053043603897, -0.48373162746429443, 0.25638115406036377, -0.30700811743736267, -0.12373065948486328, -0.15354707837104797, 0.6113524436950684, -0.08992075175046921, 0.46143272519111633, 0.550929069519043, 0.28752362728118896, -0.02050185203552246, 0.15647538006305695, -0.3381654918193817, 0.026518577709794044, 0.034678466618061066, -0.04057691991329193, 0.15152058005332947, -0.11583917587995529, -0.017736461013555527, -0.051127783954143524, 0.38433802127838135, -0.29728081822395325, 0.5456071496009827, -0.2074696123600006, -0.6181353330612183, 0.08630456030368805, -0.2471819818019867, -0.024795619770884514, 0.6740173697471619, -0.5038908123970032, 0.36018720269203186, -0.21605359017848969, 0.1613781750202179]",0,1
